ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,price,label
2019-01-21,12019.472019972356,11945.770390131916,12309.834658604792,12019.472019972356,12019.472019972356,102.45027687030785,102.45027687030785,102.45027687030785,14.31824421530778,14.31824421530778,14.31824421530778,88.13203265500006,88.13203265500006,88.13203265500006,0.0,0.0,0.0,12121.922296842664,12000.0,Actual
2019-01-23,12016.845574706289,11947.724140928936,12303.590064339454,12016.845574706289,12016.845574706289,111.17156494513198,111.17156494513198,111.17156494513198,19.01969696993225,19.01969696993225,19.01969696993225,92.1518679751997,92.1518679751997,92.1518679751997,0.0,0.0,0.0,12128.017139651422,12000.0,Actual
2019-01-24,12015.532352073255,11946.8447141436,12296.75904986976,12015.532352073255,12015.532352073255,110.57719385558991,110.57719385558991,110.57719385558991,16.977803149990958,16.977803149990958,16.977803149990958,93.59939070559896,93.59939070559896,93.59939070559896,0.0,0.0,0.0,12126.109545928844,12000.0,Actual
2019-01-25,12014.219129440222,11923.251448589182,12280.277714010304,12014.219129440222,12014.219129440222,95.00642599565553,95.00642599565553,95.00642599565553,0.2827657043136187,0.2827657043136187,0.2827657043136187,94.72366029134193,94.72366029134193,94.72366029134193,0.0,0.0,0.0,12109.225555435878,12050.0,Actual
2019-01-29,12008.966238908086,11950.790698513378,12304.489870739268,12008.966238908086,12008.966238908086,107.58520665135308,107.58520665135308,107.58520665135308,10.540632141096536,10.540632141096536,10.540632141096536,97.04457451025654,97.04457451025654,97.04457451025654,0.0,0.0,0.0,12116.551445559438,12200.0,Actual
2019-01-30,12007.653016275051,11950.252035499861,12296.462516037667,12007.653016275051,12007.653016275051,116.4028112570433,116.4028112570433,116.4028112570433,19.019696969949035,19.019696969949035,19.019696969949035,97.38311428709427,97.38311428709427,97.38311428709427,0.0,0.0,0.0,12124.055827532095,12250.0,Actual
2019-01-31,12006.339793642017,11935.651108846561,12303.183497602357,12006.339793642017,12006.339793642017,114.72952621367148,114.72952621367148,114.72952621367148,16.977803150042977,16.977803150042977,16.977803150042977,97.7517230636285,97.7517230636285,97.7517230636285,0.0,0.0,0.0,12121.06931985569,12250.0,Actual
2019-02-01,12005.026571008984,11938.064869487305,12282.169745262296,12005.026571008984,12005.026571008984,98.4944230343205,98.4944230343205,98.4944230343205,0.2827657043948189,0.2827657043948189,0.2827657043948189,98.21165732992567,98.21165732992567,98.21165732992567,0.0,0.0,0.0,12103.520994043305,12250.0,Actual
2019-02-04,12001.086903109883,11943.042795967309,12290.919864472411,12001.086903109883,12001.086903109883,114.99931491786525,114.99931491786525,114.99931491786525,14.318244215339785,14.318244215339785,14.318244215339785,100.68107070252547,100.68107070252547,100.68107070252547,0.0,0.0,0.0,12116.086218027747,12200.0,Actual
2019-02-06,11998.460457843814,11946.90493276675,12305.039159758655,11998.460457843814,11998.460457843814,122.67070689621819,122.67070689621819,122.67070689621819,19.019696969965814,19.019696969965814,19.019696969965814,103.65100992625239,103.65100992625239,103.65100992625239,0.0,0.0,0.0,12121.131164740033,12250.0,Actual
2019-02-07,11997.14723521078,11946.025365139722,12296.22019056815,11997.14723521078,11997.14723521078,122.58717347962653,122.58717347962653,122.58717347962653,16.977803150010345,16.977803150010345,16.977803150010345,105.60937032961618,105.60937032961618,105.60937032961618,0.0,0.0,0.0,12119.734408690407,12250.0,Actual
2019-02-08,11995.834012577747,11929.252543542876,12276.53651539562,11995.834012577747,11995.834012577747,108.17512529877325,108.17512529877325,108.17512529877325,0.2827657043581699,0.2827657043581699,0.2827657043581699,107.89235959441507,107.89235959441507,107.89235959441507,0.0,0.0,0.0,12104.00913787652,11950.0,Actual
2019-02-11,11991.894344678645,11947.757035759563,12306.307543900657,11991.894344678645,11991.894344678645,130.87555526633008,130.87555526633008,130.87555526633008,14.318244215318984,14.318244215318984,14.318244215318984,116.55731105101108,116.55731105101108,116.55731105101108,0.0,0.0,0.0,12122.769899944975,12250.0,Actual
2019-02-12,11990.581122045613,11941.280757405482,12294.191370668465,11990.581122045613,11990.581122045613,130.4922715395181,130.4922715395181,130.4922715395181,10.540632141093226,10.540632141093226,10.540632141093226,119.95163939842486,119.95163939842486,119.95163939842486,0.0,0.0,0.0,12121.073393585131,12250.0,Actual
2019-02-13,11989.267899412578,11960.127831275171,12321.128329925945,11989.267899412578,11989.267899412578,142.54369219272937,142.54369219272937,142.54369219272937,19.01969696993372,19.01969696993372,19.01969696993372,123.52399522279565,123.52399522279565,123.52399522279565,0.0,0.0,0.0,12131.811591605307,12250.0,Actual
2019-02-14,11987.954676779544,11952.834348233931,12310.994995499197,11987.954676779544,11987.954676779544,144.19426387103746,144.19426387103746,144.19426387103746,16.977803150018772,16.977803150018772,16.977803150018772,127.21646072101869,127.21646072101869,127.21646072101869,0.0,0.0,0.0,12132.14894065058,12250.0,Actual
2019-02-15,11986.64145414651,11943.947101591877,12297.181486328096,11986.64145414651,11986.64145414651,131.24727108729783,131.24727108729783,131.24727108729783,0.2827657043215225,0.2827657043215225,0.2827657043215225,130.9645053829763,130.9645053829763,130.9645053829763,0.0,0.0,0.0,12117.888725233806,12250.0,Actual
2019-02-18,11982.701786247408,11969.809311346964,12304.12610708757,11982.701786247408,11982.701786247408,156.15343381336137,156.15343381336137,156.15343381336137,14.318244215330147,14.318244215330147,14.318244215330147,141.83518959803123,141.83518959803123,141.83518959803123,0.0,0.0,0.0,12138.855220060768,12250.0,Actual
2019-02-19,11981.388563614375,11956.89402008652,12314.286548983077,11981.388563614375,11981.388563614375,155.6325737245732,155.6325737245732,155.6325737245732,10.54063214110293,10.54063214110293,10.54063214110293,145.0919415834703,145.0919415834703,145.0919415834703,0.0,0.0,0.0,12137.021137338948,11950.0,Actual
2019-02-20,11980.07534098134,11968.197233022955,12336.858149007512,11980.07534098134,11980.07534098134,167.06776273982027,167.06776273982027,167.06776273982027,19.019696969958858,19.019696969958858,19.019696969958858,148.04806576986138,148.04806576986138,148.04806576986138,0.0,0.0,0.0,12147.14310372116,12250.0,Actual
2019-02-21,11978.762116842992,11962.581052439959,12323.57368104537,11978.762116842992,11978.762116842992,167.61777780279053,167.61777780279053,167.61777780279053,16.977803150027196,16.977803150027196,16.977803150027196,150.63997465276333,150.63997465276333,150.63997465276333,0.0,0.0,0.0,12146.379894645783,12250.0,Actual
2019-02-22,11977.448892704642,11955.491439106772,12304.988899120739,11977.448892704642,11977.448892704642,153.0941375921883,153.0941375921883,153.0941375921883,0.28276570435735343,0.28276570435735343,0.28276570435735343,152.81137188783097,152.81137188783097,152.81137188783097,0.0,0.0,0.0,12130.54303029683,12250.0,Actual
